race,sex,LSAT,UGPA,region_first,ZFYA,sander_index,first_pf
White,2,42.0,3.6,Mt,0.81,0.8678571428569999,1.0
White,1,45.0,3.2,FW,-0.16,0.867261904762,1.0
White,1,42.0,3.5,FW,0.71,0.858333333333,1.0
Asian,1,45.0,3.4,FW,-1.25,0.8863095238099999,1.0
White,2,44.0,3.4,FW,-0.33,0.87380952381,1.0
White,1,41.0,3.5,FW,-1.25,0.8458333333329999,0.0
White,2,41.0,3.6,NG,2.05,0.8553571428569999,1.0
Hispanic,1,35.0,3.6,FW,-1.36,0.780357142857,1.0
Black,2,34.0,2.7,FW,-1.56,0.682142857143,0.0
Black,1,32.0,2.7,NE,0.71,0.657142857143,1.0
White,1,47.0,3.0,FW,0.71,0.8732142857140001,1.0
White,2,44.0,3.4,FW,0.81,0.87380952381,1.0
Hispanic,2,42.5,2.3,FW,-1.25,0.750297619048,1.0
White,1,39.5,3.0,FW,-1.32,0.7794642857140001,0.0
White,1,41.0,3.5,FW,1.84,0.8458333333329999,1.0
White,2,29.5,2.9,MS,-0.33,0.64494047619,1.0
White,2,45.0,3.6,FW,0.34,0.905357142857,1.0
Asian,2,33.0,3.9,FW,-0.41,0.7839285714290001,1.0
Mexican,2,35.0,2.5,FW,0.19,0.675595238095,1.0
White,2,43.0,3.7,FW,-0.26,0.8898809523810001,0.0
White,2,44.0,3.2,FW,1.08,0.854761904762,1.0
White,2,46.0,3.0,FW,-1.27,0.860714285714,0.0
White,1,39.0,3.6,FW,-1.73,0.8303571428569999,0.0
White,1,43.0,3.3,FW,1.82,0.851785714286,1.0
White,1,42.0,3.6,NE,1.39,0.8678571428569999,1.0
White,1,48.0,3.7,GL,1.26,0.9523809523810001,1.0
White,2,33.0,2.5,MS,-0.32,0.650595238095,1.0
White,1,40.0,3.8,FW,-0.18,0.8619047619050001,1.0
White,1,38.5,3.4,FW,-0.74,0.80505952381,1.0
White,1,40.0,3.6,FW,0.09,0.842857142857,1.0
Asian,1,44.0,3.0,FW,-0.9,0.835714285714,1.0
White,1,41.0,3.6,FW,-0.06,0.8553571428569999,1.0
Asian,1,43.0,3.3,FW,-0.16,0.851785714286,0.0
Asian,2,47.0,3.4,FW,1.22,0.91130952381,1.0
White,2,43.0,3.4,FW,0.56,0.8613095238099999,1.0
White,1,42.0,3.6,FW,1.45,0.8678571428569999,1.0
White,2,38.0,3.9,FW,0.6,0.8464285714290001,1.0
White,1,35.5,2.5,MS,-0.24,0.681845238095,1.0
White,1,37.0,3.7,FW,1.04,0.8148809523810001,1.0
White,1,42.0,3.5,FW,0.69,0.858333333333,1.0
Hispanic,1,46.0,3.1,FW,-0.57,0.870238095238,1.0
White,2,42.0,3.6,FW,-0.92,0.8678571428569999,1.0
White,2,45.0,3.3,FW,0.6,0.8767857142859999,1.0
Other,1,40.0,3.7,FW,-0.66,0.8523809523810001,1.0
Other,1,38.0,3.6,FW,-0.22,0.817857142857,1.0
White,2,42.0,3.1,FW,-0.41,0.820238095238,1.0
White,2,43.0,3.2,FW,-1.07,0.842261904762,1.0
White,2,31.0,2.6,MS,-0.43,0.635119047619,0.0
Asian,1,42.0,3.7,FW,1.22,0.8773809523810001,1.0
White,2,39.0,3.7,FW,-1.5,0.839880952381,0.0
White,2,47.0,3.1,FW,1.32,0.882738095238,1.0
White,1,41.0,3.8,FW,-0.51,0.874404761905,1.0
White,2,33.0,3.6,FW,-0.99,0.755357142857,1.0
White,1,42.0,3.4,FW,-0.08,0.84880952381,1.0
White,1,46.0,3.3,FW,1.04,0.889285714286,1.0
White,2,32.3,3.3,MS,-0.71,0.718035714286,1.0
White,1,37.0,3.5,FW,-1.69,0.795833333333,0.0
Asian,1,41.0,3.6,NE,0.85,0.8553571428569999,1.0
White,1,39.0,3.9,FW,-0.35,0.858928571429,1.0
White,2,42.0,3.4,FW,-0.16,0.84880952381,1.0
Black,2,28.5,2.4,FW,-1.54,0.5848214285710001,0.0
White,2,44.0,3.6,FW,0.77,0.8928571428569999,1.0
White,2,40.0,3.6,FW,0.67,0.842857142857,1.0
Hispanic,2,37.0,2.5,FW,-1.67,0.7005952380949999,0.0
White,2,39.0,3.7,FW,1.37,0.839880952381,1.0
White,1,28.5,2.6,MS,-0.95,0.603869047619,1.0
White,2,44.0,3.2,FW,-1.69,0.854761904762,0.0
White,2,40.0,3.4,FW,0.69,0.8238095238099999,1.0
White,1,46.0,3.0,FW,0.95,0.860714285714,1.0
White,1,42.0,3.7,FW,1.14,0.8773809523810001,1.0
White,2,40.0,3.7,FW,-0.22,0.8523809523810001,1.0
White,1,41.0,3.6,FW,0.36,0.8553571428569999,1.0
White,1,46.0,3.5,FW,2.11,0.9083333333329999,1.0
Black,2,42.0,2.5,FW,-0.59,0.7630952380949999,1.0
White,2,37.0,3.0,MS,1.72,0.7482142857140001,1.0
White,2,39.0,2.9,MS,1.67,0.7636904761900001,1.0
White,1,31.0,2.5,MS,0.02,0.6255952380950001,1.0
White,1,36.0,2.9,MS,-0.78,0.72619047619,1.0
White,1,32.5,3.3,FW,0.56,0.7205357142859999,1.0
White,2,35.0,2.3,MS,0.95,0.656547619048,1.0
White,2,41.0,2.9,MS,0.74,0.78869047619,1.0
White,2,30.3,2.9,MS,-0.59,0.65494047619,1.0
White,2,37.0,3.2,MS,-0.32,0.767261904762,1.0
White,2,36.0,3.8,FW,0.99,0.811904761905,1.0
White,2,36.0,3.1,MS,-0.37,0.745238095238,1.0
White,2,39.0,2.9,MS,0.49,0.7636904761900001,1.0
White,1,29.3,3.2,MS,-0.88,0.671011904762,1.0
White,1,35.0,3.2,MS,-0.86,0.742261904762,1.0
White,1,33.5,3.3,MS,0.03,0.733035714286,1.0
White,2,34.0,3.4,MS,-0.94,0.74880952381,1.0
White,1,38.0,2.8,SE,-0.58,0.7416666666670001,1.0
White,2,37.0,2.5,MS,0.14,0.7005952380949999,1.0
White,1,34.3,2.8,MS,-0.55,0.6954166666670001,1.0
White,1,41.0,2.8,MS,0.66,0.7791666666670001,1.0
White,2,26.0,3.5,MS,0.72,0.658333333333,1.0
White,1,36.0,2.9,MS,-0.48,0.72619047619,1.0
White,2,34.0,2.8,MS,-0.16,0.691666666667,1.0
White,2,38.0,2.7,MS,1.15,0.7321428571430001,1.0
White,2,38.0,2.6,MS,-0.78,0.722619047619,1.0
White,2,35.0,2.9,MS,0.22,0.71369047619,1.0
White,1,35.0,3.5,MS,1.08,0.770833333333,1.0
White,1,46.0,2.7,MS,0.8,0.8321428571430001,1.0
White,1,35.0,3.0,MS,0.53,0.723214285714,1.0
White,2,33.0,2.1,MS,-0.62,0.6125,1.0
White,2,35.0,3.2,MS,0.92,0.742261904762,1.0
White,1,28.0,3.3,MS,0.37,0.664285714286,1.0
White,2,36.0,2.9,MS,0.28,0.72619047619,1.0
White,1,35.0,2.9,MS,0.09,0.71369047619,1.0
White,1,32.0,3.8,MS,-0.39,0.761904761905,1.0
White,1,32.0,2.9,MS,0.68,0.6761904761900001,1.0
White,2,40.0,3.3,MS,0.34,0.8142857142859999,1.0
White,1,31.0,3.9,MS,0.14,0.758928571429,1.0
White,2,35.0,3.6,MS,-0.33,0.780357142857,1.0
White,1,32.0,3.1,MS,-0.9,0.695238095238,1.0
Black,1,29.0,2.5,MS,-0.25,0.600595238095,0.0
White,2,35.0,2.8,SC,-1.24,0.704166666667,0.0
White,1,40.0,3.4,Mt,1.86,0.8238095238099999,1.0
Black,1,34.0,3.3,NE,1.75,0.739285714286,1.0
Black,2,27.0,3.5,NE,-0.93,0.670833333333,1.0
Black,1,30.0,3.3,NE,0.29,0.6892857142859999,1.0
Black,2,31.0,2.2,NE,0.21,0.597023809524,0.0
Black,1,23.3,2.7,MS,-1.56,0.548392857143,0.0
Asian,2,30.7,1.9,NE,-0.02,0.564702380952,0.0
Black,1,29.0,3.2,NE,1.12,0.667261904762,1.0
Black,1,33.0,2.3,MS,0.16,0.6315476190479999,1.0
Asian,1,29.0,2.7,NE,0.16,0.6196428571429999,0.0
Black,1,39.0,3.2,MS,1.03,0.792261904762,1.0
Black,1,32.5,2.6,MS,1.94,0.653869047619,1.0
Black,2,32.0,2.9,SE,-0.57,0.6761904761900001,0.0
Black,2,31.0,3.1,NW,0.62,0.682738095238,1.0
White,2,37.0,3.0,NG,-0.04,0.7482142857140001,1.0
White,1,30.5,3.0,MS,0.77,0.666964285714,1.0
Black,1,27.0,2.8,SE,-1.06,0.604166666667,0.0
Black,2,36.0,2.6,NE,0.41,0.697619047619,1.0
Black,2,29.0,2.1,NE,-0.56,0.5625,1.0
White,1,36.0,3.3,MS,0.55,0.764285714286,1.0
Asian,1,30.0,2.8,MS,0.05,0.641666666667,0.0
Black,1,32.5,2.1,NE,0.76,0.60625,1.0
White,2,23.5,3.6,MS,0.69,0.636607142857,1.0
Black,1,31.0,2.9,NE,-0.9,0.66369047619,0.0
Black,1,31.0,3.1,FW,-0.62,0.682738095238,1.0
Black,2,30.0,2.7,NE,1.14,0.632142857143,1.0
Black,2,31.0,2.9,GL,-1.69,0.66369047619,0.0
Black,2,29.0,2.7,MS,-1.03,0.6196428571429999,0.0
Black,2,28.0,2.8,NE,-0.09,0.616666666667,1.0
White,2,40.0,1.7,NE,0.52,0.661904761905,1.0
Hispanic,1,29.0,3.6,NE,-0.58,0.7053571428569999,0.0
Hispanic,2,29.0,2.5,NE,0.56,0.600595238095,1.0
Black,1,34.0,3.3,NE,-1.24,0.739285714286,1.0
Black,2,30.0,3.4,NE,0.71,0.6988095238099999,1.0
Black,1,28.5,2.2,FW,-0.31,0.565773809524,0.0
Black,1,36.0,2.2,MS,-0.55,0.659523809524,0.0
Black,2,31.0,2.8,GL,0.02,0.654166666667,1.0
Black,1,31.0,2.2,NE,-0.48,0.597023809524,0.0
White,2,35.0,2.3,NG,1.69,0.656547619048,1.0
Black,1,35.0,3.2,MS,0.78,0.742261904762,1.0
Black,1,34.0,3.2,NE,0.97,0.729761904762,1.0
Asian,2,30.0,2.8,NE,-0.69,0.641666666667,0.0
Black,1,32.0,3.4,MS,0.1,0.72380952381,1.0
White,1,37.0,2.7,NG,-0.64,0.719642857143,1.0
White,2,34.5,1.9,MS,-0.93,0.612202380952,1.0
White,2,36.0,2.7,MS,0.78,0.7071428571430001,1.0
Black,1,26.0,3.6,NE,0.03,0.667857142857,0.0
Black,1,34.0,3.1,NG,-0.35,0.720238095238,1.0
White,2,28.0,3.9,MS,0.6,0.7214285714290001,1.0
Black,1,26.0,2.9,NE,-0.14,0.60119047619,1.0
Black,1,26.5,2.8,NG,-2.14,0.5979166666669999,0.0
Black,2,37.0,1.9,MS,-0.96,0.643452380952,0.0
Black,1,32.0,2.1,NE,-0.62,0.6,1.0
Black,1,20.0,2.7,MS,-0.93,0.507142857143,0.0
White,2,31.5,2.4,SE,-0.06,0.622321428571,0.0
Black,1,33.0,3.7,SE,-0.55,0.7648809523810001,1.0
White,1,35.0,2.7,MS,-0.28,0.6946428571430001,1.0
Black,2,31.5,2.0,NE,-0.68,0.584226190476,1.0
Black,2,23.3,3.5,NE,0.21,0.624583333333,1.0
Black,1,29.0,2.7,NG,-0.04,0.6196428571429999,1.0
Black,2,32.0,2.2,NE,-0.91,0.609523809524,0.0
White,2,39.0,2.5,MS,1.4,0.7255952380949999,1.0
Black,1,33.0,2.2,NE,-1.41,0.6220238095239999,1.0
White,1,33.0,3.0,NE,-0.72,0.698214285714,0.0
Asian,1,31.0,2.7,GL,0.14,0.644642857143,0.0
Black,1,29.5,2.4,NE,-0.17,0.597321428571,1.0
Black,1,30.0,2.6,SC,0.89,0.622619047619,0.0
Black,1,28.0,2.7,NE,-0.02,0.607142857143,1.0
Black,2,29.0,2.6,SE,-1.18,0.610119047619,0.0
White,1,30.3,2.5,SE,-0.43,0.616845238095,1.0
Black,2,32.0,2.6,MS,-0.8,0.647619047619,1.0
Black,2,26.0,3.1,FW,-0.05,0.620238095238,0.0
Black,2,32.0,3.0,FW,1.22,0.6857142857140001,1.0
Black,1,32.0,3.4,MS,-1.68,0.72380952381,0.0
Black,1,39.0,2.2,MS,1.72,0.697023809524,1.0
Black,1,29.0,2.6,GL,-1.36,0.610119047619,1.0
Black,1,30.0,3.6,NE,-0.02,0.717857142857,1.0
Black,1,36.5,2.9,NE,1.59,0.7324404761900001,1.0
Black,1,24.0,2.7,MS,0.57,0.5571428571429999,1.0
Black,2,32.0,3.5,NE,0.59,0.733333333333,1.0
Black,1,35.0,2.3,NE,0.46,0.656547619048,1.0
Black,1,39.0,3.4,SE,1.61,0.81130952381,1.0
Other,1,25.0,3.6,SE,1.73,0.655357142857,1.0
Black,1,32.0,3.0,NE,0.46,0.6857142857140001,1.0
Black,1,34.0,2.9,NE,-0.36,0.7011904761900001,1.0
Black,1,28.0,3.0,FW,1.09,0.635714285714,0.0
Black,1,35.0,2.7,NE,-0.21,0.6946428571430001,1.0
Asian,1,26.5,3.1,FW,-0.21,0.626488095238,0.0
White,1,32.0,3.0,MS,0.88,0.6857142857140001,1.0
Black,2,30.0,3.3,SE,1.39,0.6892857142859999,1.0
Black,1,28.0,3.1,MS,2.23,0.645238095238,1.0
Black,1,23.5,3.6,MS,-0.52,0.636607142857,0.0
Black,2,39.0,2.9,MS,2.6,0.7636904761900001,1.0
White,2,40.0,3.6,MS,0.24,0.842857142857,1.0
Black,2,32.0,2.6,NE,1.44,0.647619047619,1.0
White,1,35.0,2.8,MS,2.36,0.704166666667,1.0
Black,1,30.0,2.5,Mt,0.18,0.613095238095,1.0
Black,1,33.0,2.9,NE,0.44,0.68869047619,1.0
Black,2,23.0,3.5,SE,0.8,0.6208333333330001,1.0
Black,2,29.0,2.6,NE,-0.61,0.610119047619,1.0
Black,1,32.0,2.7,NE,-1.04,0.657142857143,1.0
White,1,35.0,3.0,MS,0.05,0.723214285714,0.0
Black,2,27.5,2.4,NE,-0.45,0.572321428571,1.0
Black,2,41.0,2.1,NE,0.71,0.7125,1.0
Black,2,30.0,2.5,NE,-0.69,0.613095238095,1.0
Black,1,29.0,2.4,SE,0.49,0.591071428571,1.0
Black,2,34.0,3.1,MS,1.52,0.720238095238,1.0
Black,1,32.0,3.2,MS,1.14,0.704761904762,1.0
Black,1,26.0,3.0,NE,1.49,0.610714285714,1.0
Black,1,30.0,3.4,SE,-2.6,0.6988095238099999,0.0
White,2,40.0,3.7,NE,-0.39,0.8523809523810001,1.0
White,1,46.0,4.0,SC,1.12,0.955952380952,1.0
White,2,44.5,3.6,GL,0.57,0.8991071428569999,1.0
Black,2,33.0,3.3,GL,-0.82,0.726785714286,1.0
White,2,47.0,3.7,NE,1.22,0.9398809523810001,1.0
Black,2,35.5,3.6,MS,-0.75,0.786607142857,1.0
White,2,45.0,3.1,MS,-0.82,0.857738095238,1.0
White,2,41.0,3.2,MS,-1.21,0.817261904762,1.0
White,1,42.0,4.0,MS,0.37,0.905952380952,1.0
White,1,46.0,3.7,MS,1.55,0.927380952381,1.0
White,1,46.0,2.6,MS,1.22,0.822619047619,1.0
White,2,45.0,3.4,MS,-1.27,0.8863095238099999,1.0
White,2,45.0,3.6,NG,1.59,0.905357142857,1.0
White,1,48.0,3.6,SE,0.93,0.942857142857,1.0
White,1,41.0,3.7,MS,0.19,0.864880952381,1.0
White,1,41.0,3.6,MS,-0.46,0.8553571428569999,1.0
White,1,45.0,3.6,MS,1.83,0.905357142857,1.0
White,2,46.0,3.6,SC,0.87,0.9178571428569999,1.0
White,2,45.0,3.8,MS,-1.31,0.9244047619050001,0.0
White,2,45.0,3.4,SE,-2.96,0.8863095238099999,1.0
White,1,43.0,3.8,Mt,-0.33,0.8994047619050001,1.0
Other,1,41.0,3.4,NE,0.3,0.83630952381,1.0
White,1,43.0,3.5,NE,-0.53,0.870833333333,1.0
White,2,41.0,3.5,MW,-0.65,0.8458333333329999,1.0
White,2,44.0,3.2,NG,2.33,0.854761904762,1.0
Black,2,34.0,3.2,SC,-1.48,0.729761904762,0.0
White,2,47.0,3.5,MS,0.62,0.920833333333,1.0
Hispanic,2,45.0,3.9,MS,0.09,0.9339285714290001,1.0
White,1,39.0,3.9,MS,0.23,0.858928571429,1.0
White,1,45.0,3.7,FW,-1.47,0.9148809523810001,0.0
White,2,34.0,3.6,NG,0.98,0.7678571428569999,1.0
White,2,45.0,3.5,Mt,-1.14,0.895833333333,1.0
White,2,39.0,3.8,MS,-0.27,0.849404761905,1.0
White,2,42.0,3.6,NE,-0.54,0.8678571428569999,1.0
White,1,39.5,3.6,NE,-0.09,0.8366071428569999,1.0
Other,2,29.5,3.8,GL,-0.72,0.730654761905,1.0
Black,1,28.0,3.1,MS,-1.24,0.645238095238,1.0
White,2,42.0,3.1,NE,-0.57,0.820238095238,1.0
Black,1,29.0,2.6,NG,-1.1,0.610119047619,0.0
White,2,42.0,3.6,MS,-0.33,0.8678571428569999,1.0
White,1,44.0,3.6,MS,-0.55,0.8928571428569999,1.0
White,2,42.0,3.8,GL,0.28,0.886904761905,1.0
White,1,40.0,3.3,NE,-0.78,0.8142857142859999,1.0
White,1,42.0,3.6,NE,0.27,0.8678571428569999,1.0
Black,1,34.0,3.7,NE,-1.87,0.777380952381,1.0
White,1,44.0,3.6,NG,0.1,0.8928571428569999,1.0
Black,1,24.0,3.9,MS,-1.21,0.671428571429,1.0
Black,2,38.0,3.4,NE,-2.64,0.7988095238099999,1.0
Black,1,36.0,3.5,NE,-0.91,0.7833333333329999,1.0
White,1,46.0,3.6,GL,1.5,0.9178571428569999,1.0
White,2,42.0,3.0,NE,-0.76,0.8107142857140001,1.0
Hispanic,2,48.0,3.1,NE,0.99,0.895238095238,1.0
Hispanic,1,41.0,3.7,FW,-0.94,0.864880952381,0.0
White,2,37.0,3.6,NG,0.32,0.8053571428569999,1.0
White,2,37.0,3.7,FW,-0.19,0.8148809523810001,1.0
White,2,43.0,3.7,GL,-0.85,0.8898809523810001,1.0
White,2,44.0,3.2,NG,-1.08,0.854761904762,1.0
White,2,45.0,2.9,GL,0.52,0.83869047619,1.0
White,1,41.0,3.2,NG,0.13,0.817261904762,1.0
White,2,39.0,3.7,NE,0.38,0.839880952381,1.0
White,2,41.0,3.9,NE,0.61,0.883928571429,1.0
Asian,1,40.5,3.5,NE,-0.47,0.839583333333,1.0
Hispanic,1,41.0,3.5,SE,-1.08,0.8458333333329999,1.0
White,2,44.0,3.9,NE,0.54,0.921428571429,1.0
White,2,45.0,3.2,NE,-0.15,0.867261904762,1.0
White,1,39.5,3.7,NG,-0.72,0.8461309523810001,1.0
White,2,42.5,3.7,NE,0.07,0.8836309523810001,1.0
White,2,42.0,3.6,NE,-0.16,0.8678571428569999,1.0
White,1,39.0,3.4,NE,0.1,0.81130952381,1.0
White,1,44.0,3.2,NE,0.99,0.854761904762,1.0
White,2,43.0,3.7,GL,0.77,0.8898809523810001,1.0
White,2,44.0,3.7,NE,0.77,0.902380952381,1.0
White,2,42.0,3.1,NG,-0.22,0.820238095238,1.0
White,1,42.0,3.7,NE,-0.03,0.8773809523810001,1.0
White,1,40.5,3.6,FW,0.45,0.849107142857,1.0
White,2,42.0,3.8,NE,0.51,0.886904761905,1.0
White,1,46.0,3.5,GL,-0.31,0.9083333333329999,1.0
White,2,42.0,3.5,NE,0.2,0.858333333333,1.0
White,1,44.0,3.8,NE,1.08,0.911904761905,1.0
White,2,46.0,3.3,NE,1.72,0.889285714286,1.0
White,1,46.0,3.4,GL,1.5,0.89880952381,1.0
White,2,46.0,3.5,NE,0.51,0.9083333333329999,1.0
White,2,41.0,3.8,FW,-1.36,0.874404761905,1.0
White,1,44.0,3.7,NE,0.22,0.902380952381,1.0
White,2,41.0,3.3,NE,-0.25,0.826785714286,1.0
White,1,41.0,3.1,NE,-1.3,0.807738095238,1.0
White,1,48.0,3.4,NG,1.44,0.9238095238099999,1.0
Asian,2,41.0,3.4,FW,-0.92,0.83630952381,1.0
Asian,1,37.5,3.6,FW,-0.82,0.811607142857,1.0
White,1,48.0,3.7,NE,2.42,0.9523809523810001,1.0
White,1,35.0,3.5,GL,-0.12,0.770833333333,1.0
White,2,43.0,3.6,MS,0.93,0.880357142857,1.0
White,1,40.0,3.9,NE,-0.12,0.8714285714290001,0.0
White,2,44.0,3.2,GL,1.66,0.854761904762,1.0
White,2,43.0,3.5,Mt,-0.6,0.870833333333,1.0
White,1,44.0,3.4,MS,1.53,0.87380952381,1.0
Mexican,1,31.0,3.4,GL,-1.65,0.71130952381,1.0
White,2,41.0,3.7,FW,-1.84,0.864880952381,0.0
White,1,41.0,3.4,NE,0.54,0.83630952381,1.0
White,1,38.0,3.6,NE,0.26,0.817857142857,1.0
White,2,42.0,3.6,NE,1.34,0.8678571428569999,1.0
White,2,46.0,3.5,NE,0.0,0.9083333333329999,1.0
Hispanic,1,40.0,3.9,NE,-0.63,0.8714285714290001,1.0
White,2,37.7,3.4,NG,0.25,0.79505952381,1.0
White,2,40.0,3.8,NE,0.48,0.8619047619050001,1.0
White,1,40.0,3.7,NG,-0.16,0.8523809523810001,1.0
White,2,42.0,3.9,Mt,-0.63,0.896428571429,1.0
Puertorican,1,44.0,3.5,NE,0.67,0.8833333333329999,1.0
White,2,41.0,3.4,NE,0.41,0.83630952381,1.0
White,1,42.0,3.3,NE,-0.15,0.839285714286,1.0
White,1,42.0,3.6,NG,1.63,0.8678571428569999,1.0
Asian,1,41.0,3.7,NE,0.1,0.864880952381,1.0
White,2,42.0,3.3,NE,1.18,0.839285714286,1.0
White,1,42.0,3.5,GL,0.48,0.858333333333,1.0
White,1,41.0,3.7,NE,0.04,0.864880952381,1.0
White,2,46.0,3.1,NG,1.98,0.870238095238,1.0
Asian,1,43.0,3.4,MS,-0.02,0.8613095238099999,1.0
White,2,32.5,3.1,MS,-2.06,0.701488095238,0.0
White,2,40.0,3.7,NE,-0.25,0.8523809523810001,1.0
Asian,2,39.0,3.9,NE,-0.15,0.858928571429,1.0
Asian,2,42.0,3.6,FW,1.69,0.8678571428569999,1.0
White,1,38.5,3.6,NG,0.74,0.8241071428569999,1.0
Asian,1,43.0,3.6,NE,0.86,0.880357142857,1.0
White,2,39.0,3.5,NE,1.4,0.8208333333329999,1.0
White,2,44.0,3.1,NG,0.93,0.845238095238,1.0
White,2,41.0,3.4,NE,-0.6,0.83630952381,1.0
White,1,43.0,3.4,NE,-0.6,0.8613095238099999,1.0
White,1,41.0,3.6,NE,-1.71,0.8553571428569999,1.0
White,2,44.0,3.3,MS,0.01,0.864285714286,1.0
White,2,45.0,3.6,NE,0.9,0.905357142857,1.0
White,2,41.0,3.6,NG,-0.22,0.8553571428569999,1.0
White,2,41.0,3.0,NE,1.34,0.798214285714,1.0
Mexican,2,32.0,3.3,NE,-1.01,0.714285714286,0.0
White,1,40.0,3.8,NE,0.55,0.8619047619050001,1.0
White,2,47.0,3.5,NE,-0.6,0.920833333333,1.0
White,2,36.0,2.8,NE,-1.07,0.7166666666670001,1.0
White,2,32.0,3.3,GL,-0.4,0.714285714286,1.0
White,2,39.0,2.8,GL,-0.49,0.754166666667,1.0
White,2,29.5,3.4,NE,0.92,0.69255952381,1.0
Asian,2,37.0,3.0,FW,0.53,0.7482142857140001,0.0
White,1,35.0,3.6,NE,1.78,0.780357142857,1.0
White,2,29.0,3.3,GL,0.58,0.676785714286,1.0
White,1,39.0,2.4,GL,-0.47,0.7160714285709999,1.0
White,2,31.0,3.4,NE,0.46,0.71130952381,1.0
White,1,39.0,3.7,GL,1.74,0.839880952381,1.0
White,1,32.0,3.4,GL,-1.21,0.72380952381,1.0
White,2,37.0,2.9,GL,-0.66,0.7386904761900001,1.0
White,2,30.0,3.4,NE,-1.07,0.6988095238099999,1.0
White,2,38.0,2.7,GL,-1.07,0.7321428571430001,1.0
White,1,35.0,3.6,GL,-0.24,0.780357142857,1.0
White,2,34.5,2.5,GL,0.74,0.669345238095,1.0
White,2,38.0,2.5,GL,-0.91,0.713095238095,1.0
Black,2,17.5,3.6,GL,-1.54,0.561607142857,1.0
White,2,37.0,3.0,GL,0.51,0.7482142857140001,1.0
White,1,43.0,4.0,GL,1.51,0.918452380952,1.0
White,2,36.0,3.1,SE,0.51,0.745238095238,1.0
White,2,36.0,2.3,NE,-0.21,0.669047619048,1.0
White,2,41.0,2.5,GL,1.34,0.750595238095,1.0
White,2,26.0,2.6,GL,0.2,0.572619047619,1.0
White,2,39.0,2.8,GL,-0.05,0.754166666667,1.0
Asian,1,36.0,3.4,GL,-0.63,0.77380952381,1.0
White,2,37.0,2.6,GL,-1.24,0.7101190476189999,1.0
White,2,36.0,2.6,GL,1.6,0.697619047619,1.0
White,2,39.0,3.2,GL,-1.19,0.792261904762,1.0
White,2,37.0,3.3,GL,0.78,0.776785714286,1.0
White,2,39.0,2.7,NE,-1.03,0.744642857143,1.0
White,1,33.5,3.4,GL,-0.54,0.74255952381,1.0
White,2,36.0,3.2,GL,1.11,0.754761904762,1.0
White,1,40.0,3.8,GL,1.71,0.8619047619050001,1.0
White,1,40.0,3.8,GL,1.11,0.8619047619050001,1.0
White,2,28.0,3.3,SE,-0.4,0.664285714286,0.0
White,1,37.0,2.4,GL,0.34,0.6910714285709999,1.0
White,2,35.0,3.1,MS,-0.49,0.732738095238,0.0
White,1,35.5,2.1,NE,0.06,0.64375,1.0
White,2,38.0,3.3,GL,-0.73,0.789285714286,1.0
White,2,36.0,3.2,NE,-0.47,0.754761904762,1.0
White,2,28.0,3.3,MS,-0.91,0.664285714286,1.0
White,1,36.0,2.9,GL,-0.91,0.72619047619,1.0
White,1,37.0,2.6,GL,-0.75,0.7101190476189999,1.0
White,1,36.0,2.6,NE,-0.52,0.697619047619,0.0
White,1,34.5,3.3,GL,-0.82,0.745535714286,1.0
White,2,36.0,3.0,GL,-0.33,0.735714285714,1.0
White,1,35.0,3.7,GL,-0.49,0.7898809523810001,1.0
White,2,38.0,3.3,GL,0.18,0.789285714286,1.0
White,2,34.5,2.7,GL,0.39,0.688392857143,1.0
White,2,38.0,3.0,GL,-0.08,0.760714285714,1.0
White,1,37.0,4.0,NE,1.88,0.843452380952,1.0
White,2,36.0,2.9,NE,-0.63,0.72619047619,1.0
White,1,39.0,3.7,GL,0.78,0.839880952381,1.0
White,1,41.0,3.6,GL,1.41,0.8553571428569999,1.0
White,2,37.0,2.6,GL,0.06,0.7101190476189999,1.0
White,2,42.0,2.6,Mt,0.53,0.7726190476189999,1.0
White,2,36.0,2.7,GL,-0.17,0.7071428571430001,1.0
White,2,39.0,3.5,NE,0.46,0.8208333333329999,1.0
White,1,35.0,3.4,NE,0.99,0.7613095238099999,1.0
White,2,31.0,3.8,NE,0.53,0.749404761905,1.0
White,1,33.5,3.5,GL,0.5,0.7520833333329999,1.0
White,2,43.0,2.7,NE,-0.13,0.7946428571430001,1.0
White,1,23.0,3.0,NE,-0.92,0.573214285714,1.0
White,2,38.0,3.3,NE,0.43,0.789285714286,1.0
Asian,2,29.0,2.9,MW,-0.56,0.63869047619,1.0
White,2,41.0,2.7,NE,-1.32,0.7696428571430001,0.0
Asian,2,35.0,2.6,MS,-0.49,0.6851190476189999,1.0
White,2,29.5,3.5,NE,-0.03,0.702083333333,1.0
Hispanic,2,36.0,2.8,NE,-1.98,0.7166666666670001,1.0
White,2,33.0,3.5,NE,-1.15,0.745833333333,1.0
Black,2,28.5,3.0,NE,-1.35,0.641964285714,0.0
White,2,40.0,3.0,NE,0.56,0.785714285714,1.0
White,1,39.0,3.0,NE,-0.53,0.773214285714,1.0
White,2,41.0,2.9,GL,0.37,0.78869047619,1.0
Asian,2,31.0,3.2,NE,0.4,0.692261904762,1.0
Black,2,29.0,2.6,GL,-0.86,0.610119047619,1.0
White,1,33.0,3.5,NE,0.0,0.745833333333,1.0
White,2,31.0,2.4,NE,-0.72,0.6160714285710001,0.0
