age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
39.0, Private,148388.17, Bachelors,10.0, Divorced, Other-service, Not-in-family, White, Male,0.0,0.0,45.0, United-States, <=50K
33.0, Private,271288.53, HS-grad,10.0, Never-married, Other-service, Other-relative, White, Female,0.0,0.0,1.0, United-States, <=50K
44.0, Private,136049.3, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,50.0, United-States, >50K
54.0, Private,168876.17, Some-college,10.0, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,40.0, United-States, >50K
50.0, Self-emp-inc,164865.1, HS-grad,9.0, Never-married, ?, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
39.0, ?,227822.75, Assoc-voc,10.0, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0.0,0.0,40.0, United-States, <=50K
40.0, Private,224943.9, Bachelors,16.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
49.0, Private,12285.0, Some-college,10.0, Widowed, Sales, Own-child, White, Female,0.0,0.0,35.0, United-States, <=50K
30.0, ?,179035.86, HS-grad,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,38.0, United-States, <=50K
33.0, Private,74897.41, 10th,9.0, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0.0,0.0,27.286396, United-States, <=50K
38.369587, Private,280776.84, Masters,14.0, Divorced, Exec-managerial, Not-in-family, White, Male,0.0,0.0,80.0, United-States, <=50K
90.0, Self-emp-not-inc,12285.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,50.0, United-States, <=50K
41.0, Private,1490400.0, Some-college,9.0, Never-married, Exec-managerial, Not-in-family, Black, Female,0.0,0.0,50.0, United-States, <=50K
38.609436, ?,244758.83, Assoc-acdm,13.0, Never-married, Handlers-cleaners, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
48.0, Self-emp-inc,123362.71, 11th,9.0, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K
37.0, State-gov,140625.81, HS-grad,9.0, Married-civ-spouse, Craft-repair, Wife, White, Male,0.0,0.0,45.0, United-States, <=50K
17.0, Private,218744.89, HS-grad,9.0, Never-married, Other-service, Other-relative, White, Female,0.0,0.0,40.0, United-States, <=50K
46.0, Private,112862.2, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
24.0, Private,98815.195, Bachelors,10.0, Never-married, Sales, Own-child, White, Female,0.0,0.0,40.0, Cuba, <=50K
25.0, Private,199881.78, HS-grad,10.0, Never-married, Tech-support, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K
70.0, Self-emp-not-inc,171232.36, HS-grad,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
42.0, Local-gov,82840.875, Assoc-acdm,13.0, Never-married, Prof-specialty, Not-in-family, Black, Male,0.0,0.0,99.0, United-States, <=50K
41.0, Local-gov,188793.75, Some-college,11.0, Never-married, Adm-clerical, Not-in-family, White, Female,99999.0,0.0,30.0, United-States, <=50K
19.0, ?,133377.25, 10th,3.0, Never-married, ?, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
35.0, Private,220624.53, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
42.0, Private,191340.33, HS-grad,9.0, Never-married, Machine-op-inspct, Not-in-family, White, Male,0.0,0.0,1.0, United-States, <=50K
24.0, Private,277297.4, Assoc-voc,11.0, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0.0,0.0,37.0, United-States, <=50K
34.0, Private,193884.36, Assoc-voc,10.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
28.0, ?,30388.95, Bachelors,13.0, Widowed, Prof-specialty, Unmarried, White, Female,0.0,0.0,1.0, United-States, >50K
50.0, Private,183444.7, Some-college,11.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
52.0, Local-gov,122378.89, Some-college,13.0, Widowed, Prof-specialty, Not-in-family, White, Female,0.0,0.0,50.0, United-States, <=50K
35.0, Private,316396.6, 9th,9.0, Never-married, Other-service, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
24.0, Private,125817.1, HS-grad,9.0, Widowed, Sales, Own-child, White, Female,0.0,0.0,28.0, United-States, <=50K
28.0, Private,145468.56, HS-grad,9.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,1.0, United-States, <=50K
35.0, Private,296495.5, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Wife, Black, Male,0.0,0.0,40.0, United-States, <=50K
46.0, Private,109061.41, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
40.0, Self-emp-inc,39726.457, Some-college,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
38.0, Private,167695.25, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Female,0.0,0.0,40.0, United-States, >50K
24.0, Private,191057.67, Masters,13.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,37.0, United-States, <=50K
38.0, Private,12285.0, Some-college,7.0, Divorced, Machine-op-inspct, Unmarried, White, Female,0.0,0.0,50.0, United-States, <=50K
29.0, Private,55944.855, 11th,4.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
21.0, Private,212499.11, Bachelors,10.0, Never-married, Sales, Own-child, White, Female,0.0,0.0,20.0, United-States, <=50K
28.0, Self-emp-not-inc,192909.92, Some-college,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
41.0, Private,144060.02, HS-grad,1.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
27.0, Private,192808.47, 10th,9.0, Married-civ-spouse, Other-service, Own-child, Black, Female,0.0,0.0,50.0, United-States, >50K
17.0, Private,123383.54, Assoc-voc,9.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
28.235186, Private,144402.78, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Female,0.0,0.0,40.0, United-States, <=50K
54.0, Federal-gov,196437.52, HS-grad,9.0, Widowed, Other-service, Unmarried, White, Male,0.0,0.0,60.0, United-States, <=50K
42.0, Private,127189.086, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
19.0, Federal-gov,1490400.0, Some-college,10.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
64.0, State-gov,123452.17, Masters,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,35.0, United-States, >50K
17.0, Private,167111.73, Some-college,10.475365, Never-married, Other-service, Not-in-family, White, Female,0.0,0.0,20.0, United-States, <=50K
41.0, Private,180380.72, Bachelors,11.0, Divorced, Tech-support, Not-in-family, Black, Female,0.0,0.0,48.0, United-States, <=50K
46.0, Private,12285.0, Some-college,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
29.0, Self-emp-inc,200225.27, HS-grad,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
90.0, Private,135880.77, Masters,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,45.0, United-States, >50K
46.0, Private,357282.88, Some-college,12.0, Divorced, Other-service, Unmarried, Black, Female,0.0,0.0,40.0, United-States, >50K
34.0, Private,203483.67, Assoc-voc,12.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
46.0, Self-emp-not-inc,167502.97, Some-college,10.0, Married-civ-spouse, Protective-serv, Husband, White, Male,0.0,0.0,83.36401, United-States, <=50K
41.0, Local-gov,188641.12, Masters,11.0, Divorced, ?, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
42.0, Self-emp-not-inc,175424.69, 7th-8th,9.0, Never-married, Farming-fishing, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
36.0, Private,163576.53, HS-grad,9.0, Divorced, Handlers-cleaners, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
44.0, Self-emp-inc,170207.89, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
39.0, Private,265397.7, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
27.0, State-gov,152163.17, 10th,9.0, Never-married, Sales, Other-relative, White, Female,0.0,0.0,35.0, United-States, <=50K
59.0, Local-gov,152870.98, HS-grad,9.0, Separated, Other-service, Unmarried, White, Female,0.0,0.0,50.0, Poland, <=50K
23.0, Self-emp-not-inc,234068.2, Some-college,10.0, Never-married, ?, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
59.0, Federal-gov,162237.6, 11th,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,60.0, United-States, >50K
43.0, ?,174739.6, 7th-8th,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,1.0, United-States, <=50K
37.0, Private,99190.95, Some-college,12.0, Never-married, Other-service, Not-in-family, White, Male,0.0,0.0,16.0, United-States, <=50K
34.0, Local-gov,73114.18, Doctorate,10.0, Married-civ-spouse, Exec-managerial, Wife, White, Male,0.0,0.0,40.0, Philippines, >50K
41.0, Private,222870.22, Doctorate,16.0, Married-civ-spouse, Exec-managerial, Husband, White, Female,0.0,0.0,40.0, United-States, >50K
51.0, Self-emp-inc,12285.0, HS-grad,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,50.0, United-States, >50K
42.0, Self-emp-not-inc,60956.12, Assoc-voc,13.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
34.0, Self-emp-not-inc,182193.72, Prof-school,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,65.0, United-States, <=50K
32.0, Private,425908.97, Bachelors,13.0, Never-married, Sales, Not-in-family, Black, Female,0.0,0.0,50.0, United-States, <=50K
29.0, Federal-gov,105332.27, Assoc-voc,10.0, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, United-States, <=50K
40.0, Private,178491.16, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
17.0, Federal-gov,220709.94, Some-college,10.0, Never-married, Sales, Own-child, White, Female,0.0,0.0,1.0, United-States, <=50K
30.0, Private,199020.62, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
29.0, Private,174261.12, Some-college,10.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
39.0, Private,246409.64, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
39.0, Private,204898.2, Some-college,10.0, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Mexico, <=50K
36.0, State-gov,35026.867, Assoc-voc,9.0, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0.0,0.0,35.0, Mexico, <=50K
51.0, Local-gov,179514.33, Doctorate,10.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,35.0, United-States, >50K
57.0, Private,39771.83, HS-grad,9.0, Divorced, Craft-repair, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
90.0, State-gov,157049.56, Bachelors,16.0, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States, >50K
45.0, Private,168400.5, Bachelors,16.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
36.0, Private,1490400.0, Bachelors,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,99.0, United-States, >50K
46.0, Private,51940.11, HS-grad,9.0, Divorced, Sales, Not-in-family, White, Female,0.0,0.0,20.0, United-States, <=50K
40.0, Self-emp-inc,157879.19, Some-college,10.0, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Female,99999.0,0.0,40.0, United-States, >50K
25.0, Self-emp-inc,120823.17, HS-grad,9.0, Never-married, Tech-support, Not-in-family, White, Male,0.0,0.0,45.0, United-States, <=50K
36.0, ?,12285.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,1.0, United-States, <=50K
60.0, Self-emp-not-inc,12285.0, Doctorate,10.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
44.0, Private,192909.56, Assoc-acdm,10.0, Widowed, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
34.748024, Local-gov,137366.95, 11th,9.0, Separated, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0.0,0.0,40.0, Jamaica, <=50K
23.0, Private,213407.31, Masters,11.0, Widowed, Adm-clerical, Not-in-family, White, Female,0.0,0.0,99.0, United-States, <=50K
22.0, Private,194813.0, 10th,9.0, Separated, Machine-op-inspct, Own-child, Black, Male,0.0,0.0,40.0, United-States, <=50K
19.0, Private,343957.06, 12th,9.0, Never-married, Craft-repair, Own-child, Black, Male,0.0,0.0,40.0, United-States, <=50K
45.382164, ?,1490400.0, 12th,10.0, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0.0,0.0,45.0, ?, <=50K
44.0, Private,195888.02, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
36.0, Private,98751.4, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0.0,0.0,40.0, United-States, <=50K
44.0, Private,139944.25, 9th,5.0, Married-civ-spouse, Craft-repair, Husband, Black, Male,0.0,0.0,40.0, United-States, <=50K
45.0, Self-emp-not-inc,244588.3, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
29.0, Local-gov,152724.94, Some-college,10.0, Never-married, ?, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
46.0, Self-emp-not-inc,319887.9, HS-grad,10.0, Separated, Prof-specialty, Not-in-family, White, Male,0.0,1583.7015,40.0, United-States, <=50K
46.0, Private,175389.38, HS-grad,9.0, Divorced, Sales, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K
42.0, Private,180566.83, Some-college,11.0, Married-civ-spouse, Sales, Not-in-family, White, Male,0.0,0.0,55.0, Germany, <=50K
24.0, Private,1490400.0, HS-grad,9.0, Never-married, Handlers-cleaners, Not-in-family, White, Male,0.0,0.0,20.0, United-States, <=50K
35.0, Local-gov,82049.336, 10th,9.0, Separated, Other-service, Other-relative, White, Female,0.0,0.0,20.0, United-States, <=50K
34.0, Local-gov,157097.52, Bachelors,12.0, Separated, Tech-support, Own-child, White, Female,0.0,1876.0,40.0, United-States, <=50K
43.0, Private,12285.0, HS-grad,9.529811, Never-married, Machine-op-inspct, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
43.0, Federal-gov,145984.16, HS-grad,9.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
43.0, Local-gov,235550.75, Prof-school,13.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,40.0, United-States, >50K
53.0, Private,39775.35, HS-grad,10.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,50.0, United-States, <=50K
38.0, Private,161315.2, HS-grad,9.0, Never-married, Other-service, Unmarried, Other, Female,0.0,0.0,38.0, Ecuador, <=50K
35.0, Private,165186.3, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0.0,0.0,40.0, United-States, >50K
42.0, Private,53244.273, HS-grad,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,45.0, United-States, >50K
29.0, Private,159500.12, Assoc-acdm,10.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,50.0, United-States, <=50K
17.0, Private,183213.55, 11th,9.0, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0.0,0.0,40.0, United-States, <=50K
30.0, Private,199480.02, HS-grad,12.0, Divorced, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
47.0, ?,187245.47, Bachelors,13.0, Never-married, Farming-fishing, Not-in-family, White, Male,0.0,0.0,36.0, United-States, <=50K
39.0, Private,98390.4, HS-grad,10.0, Divorced, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
31.0, Private,137197.02, HS-grad,9.0, Never-married, Other-service, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
53.0, Private,106207.42, Assoc-voc,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
36.0, Private,178448.4, Some-college,10.0, Separated, Tech-support, Unmarried, Black, Female,0.0,0.0,40.0, United-States, <=50K
44.0, Private,12285.0, Some-college,11.0, Married-civ-spouse, Sales, Husband, White, Female,0.0,0.0,44.0, United-States, <=50K
51.0, Self-emp-inc,210133.64, 7th-8th,9.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,35.0, United-States, <=50K
30.0, Local-gov,164780.47, HS-grad,9.0, Divorced, ?, Own-child, White, Male,0.0,0.0,35.0, United-States, <=50K
38.0, Local-gov,183712.98, Bachelors,10.0, Divorced, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
24.0, Private,12285.0, 11th,9.0, Never-married, ?, Own-child, White, Female,0.0,0.0,1.0, Jamaica, <=50K
57.0, Self-emp-not-inc,117849.3, HS-grad,7.0, Widowed, Adm-clerical, Unmarried, White, Male,0.0,0.0,40.0, United-States, >50K
23.0, Self-emp-not-inc,152868.38, Some-college,10.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,1.0, United-States, <=50K
34.0, Private,121147.02, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
50.0, Federal-gov,141781.89, HS-grad,9.0, Widowed, Other-service, Unmarried, White, Female,0.0,0.0,55.0, United-States, <=50K
42.0, Private,1490400.0, HS-grad,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
90.0, Private,152487.69, HS-grad,7.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,25.0, United-States, <=50K
52.0, Private,308347.03, Assoc-voc,10.0, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,38.0, United-States, >50K
36.0, Private,155295.34, 10th,9.0, Never-married, Other-service, Not-in-family, White, Female,0.0,0.0,1.0, United-States, <=50K
23.0, Private,171810.53, Bachelors,10.0, Never-married, Sales, Own-child, Other, Male,0.0,0.0,38.0, United-States, <=50K
60.780556, Local-gov,112674.7, 9th,5.0, Divorced, Other-service, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
37.0, Private,95942.65, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,42.0, Philippines, >50K
46.0, Private,158830.27, HS-grad,9.0, Widowed, Sales, Wife, White, Female,0.0,0.0,40.0, United-States, <=50K
90.0, Local-gov,12285.0, Masters,15.0, Divorced, Prof-specialty, Not-in-family, White, Female,0.0,0.0,5.0, United-States, <=50K
46.0, Private,119941.47, Bachelors,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,99.0, United-States, <=50K
